Point Name,Line,Location,Terminal,Point Name,trend,count,Type,Contains Outliers
(US) MEZ SE EMR EX CORR 2/3AB  M91T11i2,MRL,Union Station,(US) Union Station M91T11 ,(US) MEZ SE EMR EX CORR 2/3AB  M91T11i2,"1,2,4,3,3",13,PUBLIC Emergency Exit ,False
(US) MEZ SE FAN RM M12  M91T11D1,MRL,Union Station,(US) Union Station M91T11 ,(US) MEZ SE FAN RM M12  M91T11D1,"1,4",5,,False
(US) MEZ SE FAN RM M12  M91T11i1,MRL,Union Station,(US) Union Station M91T11 ,(US) MEZ SE FAN RM M12  M91T11i1,"1,2,2,5",10,,False
(US) MEZ SW FAN RM M32  M91T14D1,MRL,Union Station,(US) Union Station M91T14 ,(US) MEZ SW FAN RM M32  M91T14D1,"4,6,5,2,3,8,1,1",30,,True
(US) MEZ SW FAN RM M32  M91T14i1,MRL,Union Station,(US) Union Station M91T14 ,(US) MEZ SW FAN RM M32  M91T14i1,"8,11,12,4,6,16,2,4",63,,False
(US) MEZ W AUX PWR RM 21  M91T14D2,MRL,Union Station,(US) Union Station M91T14 ,(US) MEZ W AUX PWR RM 21  M91T14D2,"2,2",4,,False
(US) MEZ W AUX PWR RM 21  M91T14i2,MRL,Union Station,(US) Union Station M91T14 ,(US) MEZ W AUX PWR RM 21  M91T14i2,"4,4,2",10,,False
(US) MEZ W EMP  M91T3i4,MRL,Union Station,(US) Union Station M91T3 ,(US) MEZ W EMP  M91T3i4,"1,2,2,1,1,3,1,1",12,,True
(US) NW STREET HATCH 6/7 A  M91T5i3,MRL,Union Station,(US) Union Station M91T5 ,(US) NW STREET HATCH 6/7 A  M91T5i3,"3,1",4,HATCH,False
(US) PLT E TC&C RM P5  M91T2D1,MRL,Union Station,(US) Union Station M91T2 ,(US) PLT E TC&C RM P5  M91T2D1,"1,1,1,3",6,,False
(US) PLT E TC&C RM P5  M91T2i1,MRL,Union Station,(US) Union Station M91T2 ,(US) PLT E TC&C RM P5  M91T2i1,"1,1,1,2",5,,False
(US) PLT NE EMR EXIT STR 3 (AR)   M91T3D2,MRL,Union Station,(US) Union Station M91T3 ,(US) PLT NE EMR EXIT STR 3 (AR)   M91T3D2,"12,1,5,45,21,7,7,6",104,,True
(US) PLT NE EMR EXIT STR 3 (AR)  M91T3i2,MRL,Union Station,(US) Union Station M91T3 ,(US) PLT NE EMR EXIT STR 3 (AR)  M91T3i2,"12,1,5,17,21,7,7,6",76,PUBLIC Emergency Exit ,True
(US) PLT SE EMR EXIT STR 2 (AL)   M91T3D1,MRL,Union Station,(US) Union Station M91T3 ,(US) PLT SE EMR EXIT STR 2 (AL)   M91T3D1,"10,7,1,7,3,6,5,8,8",55,,True
(US) PLT SE EMR EXIT STR 2 (AL)  M91T3i1,MRL,Union Station,(US) Union Station M91T3 ,(US) PLT SE EMR EXIT STR 2 (AL)  M91T3i1,"10,7,1,7,3,6,5,8,8",55,PUBLIC Emergency Exit ,True
(US) PLT W AUX PWR RM P20  M91T5D1,MRL,Union Station,(US) Union Station M91T5 ,(US) PLT W AUX PWR RM P20  M91T5D1,"4,1,5,10,6,24,49",99,,True
(US) PLT W FAN RM P24  M91T6D2,MRL,Union Station,(US) Union Station M91T6 ,(US) PLT W FAN RM P24  M91T6D2,"24,10",34,,False
(US) PLT W FAN RM P24 M16  M91T6i2,MRL,Union Station,(US) Union Station M91T6 ,(US) PLT W FAN RM P24 M16  M91T6i2,"24,10",34,,False
(US) PLT W VALVE RM P18  M91T4D2,MRL,Union Station,(US) Union Station M91T4 ,(US) PLT W VALVE RM P18  M91T4D2,"1,3,3,1,5,6",19,,False
(US) PLT W VALVE RM P18  M91T4i2,MRL,Union Station,(US) Union Station M91T4 ,(US) PLT W VALVE RM P18  M91T4i2,"1,17,4,14,4,1,5,22",68,,False
(US) TRK W ELEC RM P15  M91T4D1,MRL,Union Station,(US) Union Station M91T4 ,(US) TRK W ELEC RM P15  M91T4D1,"1,3,3,1,5,6",19,,False
(US) TRK W ELEC RM P15  M91T4i1,MRL,Union Station,(US) Union Station M91T4 ,(US) TRK W ELEC RM P15  M91T4i1,"1,3,3,1,5,6",19,,False
(US) W ROLLUP DOOR CONTACT  M91T13i3,MRL,Union Station,(US) Union Station M91T13 ,(US) W ROLLUP DOOR CONTACT  M91T13i3,1,1,,False
(US) W STREET HATCH 8/9 A  M91T6i3,MRL,Union Station,(US) Union Station M91T6 ,(US) W STREET HATCH 8/9 A  M91T6i3,"2,1",3,HATCH,False
(US) W XOVER EMR EXIT STR 9  M91T6i4,MRL,Union Station,(US) Union Station M91T6 ,(US) W XOVER EMR EXIT STR 9  M91T6i4,1,1,,False
(USG) DATA CENTER ENTRY LEVEL 2-DOOR  M84T1D1,,,(USG) 84-1 DATA CENTER LVL 2/ STAIR 2 LVL 2,(USG) DATA CENTER ENTRY LEVEL 2-DOOR  M84T1D1,"1,2,2,1,1",7,,False
(VB)  MEZ MID CORR 2  M111T8i4,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T8 ,(VB)  MEZ MID CORR 2  M111T8i4,"26,34,35,54,45,39,80,57,53",423,,True
(VB) MEZ MID EMR EXIT 5  M111T11D2,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T11 ,(VB) MEZ MID EMR EXIT 5  M111T11D2,"16,13,7,10,12,15,10,17",100,,False
(VB) MEZ N TC&C RM 67  M111T11D1,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T11,(VB) MEZ N TC&C RM 67  M111T11D1,1,1,,False
(VB) MID EMP  M111T11i3,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T11 ,(VB) MID EMP  M111T11i3,1,1,,False
(VB) MID HATCH 5/6 A  M111T10i4,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T10 ,(VB) MID HATCH 5/6 A  M111T10i4,1,1,HATCH,False
(VB) MID ROLLUP DOOR  M111T8i3,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T8 ,(VB) MID ROLLUP DOOR  M111T8i3,"1,1",2,,False
(VB) N HATCH 8 A  M111T10i3,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T10 ,(VB) N HATCH 8 A  M111T10i3,"1,1",2,HATCH,False
(VB) N HATCH 8 B  M111T10i2,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T10 ,(VB) N HATCH 8 B  M111T10i2,1,1,HATCH,False
(VB) PLT AL EAST EMR GATE 2  M111T12i3,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T12 ,(VB) PLT AL EAST EMR GATE 2  M111T12i3,"1,1,4,1",7,Platform End Gate,False
(VB) PLT AL WEST EMR GATE 4  M111T13i3,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T13,(VB) PLT AL WEST EMR GATE 4  M111T13i3,3,3,Platform End Gate,False
(VB) PLT AR EAST EMR GATE 1  M111T12i2,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T12 ,(VB) PLT AR EAST EMR GATE 1  M111T12i2,"2,2,1,2",7,Platform End Gate,False
(VB) PLT N EMR EXIT STR 8  M111T5D2,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T5 ,(VB) PLT N EMR EXIT STR 8  M111T5D2,"7,3,26,15,9,10,16,15,6",107,,True
(VB) PLT S EMR EXIT STR 7  M111T15D1,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T15 ,(VB) PLT S EMR EXIT STR 7  M111T15D1,"9,19,10,2,19,32,14,16",121,,True
(VB) S HATCH 7 A  M111T7i4,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T7 ,(VB) S HATCH 7 A  M111T7i4,"1,1",2,HATCH,False
(VB) TRK N TNL VAL RM 21  M111T4D1,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T4 ,(VB) TRK N TNL VAL RM 21  M111T4D1,1,1,,False
(VB) TRK N TNL VAL RM 21  M111T4i1,MRL,Vermont/Beverly,(VB) VERMONT BEVERLY M111T4 ,(VB) TRK N TNL VAL RM 21  M111T4i1,1,1,,False
(VS) ANC N AUX PWR RM 311 E DR M11TT12i3,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T12,(VS) ANC N AUX PWR RM 311 E DR M11TT12i3,5,5,,False
(VS) ANC N CORRIDOR 306  M113T13i3,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T13 ,(VS) ANC N CORRIDOR 306  M113T13i3,2,2,,False
(VS) ANC N TC&C RM 309 DR  M113T12D1,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T12 ,(VS) ANC N TC&C RM 309 DR  M113T12D1,1,1,,False
(VS) E ROLLUP DOOR EXT LCP DR  M113T14D1,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T14 ,(VS) E ROLLUP DOOR EXT LCP DR  M113T14D1,"4,3,2,2",11,,False
(VS) E ROLLUP DOOR INT LCP DR  M113T14D2,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T14 ,(VS) E ROLLUP DOOR INT LCP DR  M113T14D2,1,1,,False
(VS) MEZ N CORR 242 E  M113T10i3,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T10 ,(VS) MEZ N CORR 242 E  M113T10i3,"42,29,29",100,,False
(VS) MEZ N CORR 242 WEST  M113T14i4,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T14 ,(VS) MEZ N CORR 242 WEST  M113T14i4,"6,28",34,,False
(VS) MEZ N EMR EXIT 6AB  M113T9i2,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T9 ,(VS) MEZ N EMR EXIT 6AB  M113T9i2,"11,10,4,4,1,6,5,8,5",54,,False
(VS) MEZ N STR 7 RM 249  M113T9i3,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T9 ,(VS) MEZ N STR 7 RM 249  M113T9i3,"1,1,2,1,18,18,1",42,,False
(VS) MEZ N VALVE RM 236 DR  M113T9D1,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T9,(VS) MEZ N VALVE RM 236 DR  M113T9D1,2,2,,False
(VS) MEZ N VALVE RM 236 DR  M113T9i1,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T9,(VS) MEZ N VALVE RM 236 DR  M113T9i1,2,2,,False
(VS) MEZ S AUX PWR RM 214 E  M113T6i1,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T6 ,(VS) MEZ S AUX PWR RM 214 E  M113T6i1,2,2,,False
(VS) MEZ S AUX PWR RM 214 E DR  M113T6D1,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T6 ,(VS) MEZ S AUX PWR RM 214 E DR  M113T6D1,2,2,,False
(VS) MEZ S AUX PWR RM 214 N  M113T7i2,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T7 ,(VS) MEZ S AUX PWR RM 214 N  M113T7i2,2,2,,False
(VS) MEZ S AUX PWR RM 214 N DR  M113T7D2,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T7 ,(VS) MEZ S AUX PWR RM 214 N DR  M113T7D2,2,2,,False
(VS) MEZ S CORR 224 S DR  M113T6D2,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T6 ,(VS) MEZ S CORR 224 S DR  M113T6D2,"11,2,5,5,4,2,3,3",35,,True
(VS) MEZ S TPSS RM 2225 S DR  M113T8i3,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T8 ,(VS) MEZ S TPSS RM 2225 S DR  M113T8i3,"2,2,9,2,4,2,2,2",25,,True
(VS) N HATCH 3/4A KAISER  M113T14i3,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T14,(VS) N HATCH 3/4A KAISER  M113T14i3,1,1,HATCH,False
(VS) N HATCH 6 A  M113T13i1,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T13,(VS) N HATCH 6 A  M113T13i1,1,1,HATCH,False
(VS) N HATCH 6 B  M113T12i4,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T12,(VS) N HATCH 6 B  M113T12i4,1,1,HATCH,False
(VS) PLT AL  WEST EMR GATE 4  M113T12i2,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T12 ,(VS) PLT AL  WEST EMR GATE 4  M113T12i2,"5,1",6,Platform End Gate,False
(VS) PLT AL EAST EMR GATE 2  M113T11i3,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T11 ,(VS) PLT AL EAST EMR GATE 2  M113T11i3,1,1,Platform End Gate,False
(VS) PLT AR WEST EMR GATE 3  M113T11i4,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T11 ,(VS) PLT AR WEST EMR GATE 3  M113T11i4,3,3,Platform End Gate,False
(VS) PLT N EMR EXIT STR 6  M113T4D2,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T4 ,(VS) PLT N EMR EXIT STR 6  M113T4D2,"9,5,5,7,8,6,4,7,6",57,,False
(VS) PLT N EMR EXIT STR 6  M113T4I3,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T4 ,(VS) PLT N EMR EXIT STR 6  M113T4I3,"228,244,95,62,642",1271,,True
(VS) PLT S EMR EXIT STR 5  M113T2D2,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T2 ,(VS) PLT S EMR EXIT STR 5  M113T2D2,"16,16,7,7,13,32,15,12,16",134,,True
(VS) S HATCH 5 A  M113T6i3,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T6,(VS) S HATCH 5 A  M113T6i3,"1,1",2,HATCH,False
(VS) TRK N CABLE RM 118 DR 119   M113T5D1,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T5 ,(VS) TRK N CABLE RM 118 DR 119   M113T5D1,2,2,,False
(VS) TRK N ELEC RM 114   M113T4i1,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T4 ,(VS) TRK N ELEC RM 114   M113T4i1,1,1,,False
(VS) TRK N ELEC RM 114  DR  M113T4D1,MRL,Vermont/Sunset,(VS) VERMONT SUNSET M113T4 ,(VS) TRK N ELEC RM 114  DR  M113T4D1,1,1,,False
(VSM) MEZ N AUX PWR RM 39 DR  M112T12D1,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T12,(VSM) MEZ N AUX PWR RM 39 DR  M112T12D1,1,1,,False
(VSM) MEZ N AUX PWR RM 39 DR  M112T12i1,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T12,(VSM) MEZ N AUX PWR RM 39 DR  M112T12i1,1,1,,False
(VSM) MEZ N CORR 29  M112T14i4,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T14 ,(VSM) MEZ N CORR 29  M112T14i4,"25,53",78,,False
(VSM) MEZ N EMR EXIT STR 2/7A DR  M112T11i2,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T11 ,(VSM) MEZ N EMR EXIT STR 2/7A DR  M112T11i2,"8,6,11,5,5,8,10,8,8",69,,False
(VSM) MEZ S CORR 13 A N DR  M112T8D2,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T8 ,(VSM) MEZ S CORR 13 A N DR  M112T8D2,"2,2,1,5",10,,False
(VSM) MEZ S CORR 13A S DR  M112T6D2,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T6 ,(VSM) MEZ S CORR 13A S DR  M112T6D2,1,1,,False
(VSM) MEZ S ELEV VEST 25A  M112T13i4,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T13 ,(VSM) MEZ S ELEV VEST 25A  M112T13i4,"2,1",3,,False
(VSM) MEZ S TC & C RM 19 DR  M112T8D1,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T8 ,(VSM) MEZ S TC & C RM 19 DR  M112T8D1,"1,1,4",6,,False
(VSM) MEZ S TC & C RM 19 DR  M112T8i1,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T8 ,(VSM) MEZ S TC & C RM 19 DR  M112T8i1,"1,1,4",6,,False
(VSM) N EMP  M112T8i3,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T8 ,(VSM) N EMP  M112T8i3,"4,1,3",8,,False
(VSM) N HATCH 2/7 A  M112T11i3,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T11,(VSM) N HATCH 2/7 A  M112T11i3,1,1,HATCH,False
(VSM) N HATCH 4 A  M112T12i3,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T12,(VSM) N HATCH 4 A  M112T12i3,1,1,HATCH,False
(VSM) N ROLLUP DOOR EXT LCP  M112T14i1,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T14 ,(VSM) N ROLLUP DOOR EXT LCP  M112T14i1,"1,1,2,5,2,3,1,1,1",17,,True
(VSM) PLT AR EAST EMR GATE 1  M112T9i1,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T9 ,(VSM) PLT AR EAST EMR GATE 1  M112T9i1,1,1,Platform End Gate,False
(VSM) PLT N EMR EXIT STR 4  M112T5D2,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T5 ,(VSM) PLT N EMR EXIT STR 4  M112T5D2,"5,1",6,,False
(VSM) PLT S AL X STR 6  M112T2i2,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T2 ,(VSM) PLT S AL X STR 6  M112T2i2,"5,1",6,,False
(VSM) PLT S EMR EXIT STR 5  M112T3D2,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T3 ,(VSM) PLT S EMR EXIT STR 5  M112T3D2,"9,10,4",23,,False
(VSM) S ANC CORRIDOR 13B  M112T10i4,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T10 ,(VSM) S ANC CORRIDOR 13B  M112T10i4,"2,3",5,,False
(VSM) S HATCH 5 A  M112T8i4,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T8,(VSM) S HATCH 5 A  M112T8i4,1,1,HATCH,False
(VSM) S HATCH 6A  M112T6i3,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T6 ,(VSM) S HATCH 6A  M112T6i3,1,1,HATCH,False
(VSM) S HATCH 8 A  M112T10i3,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T10,(VSM) S HATCH 8 A  M112T10i3,1,1,HATCH,False
(VSM) S ROLLUP DR  M112T13i3,MRL,Vermont/Santa Monica,(VSM) VERMONT SANTA MONICA M112T13 ,(VSM) S ROLLUP DR  M112T13i3,"1,1,1,1,1,1,1,1,1",9,,False
(WM) E HATCH 2B  M100T4i3,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T4 ,(WM) E HATCH 2B  M100T4i3,"7,2,16,11,7,3,1,2",49,HATCH,True
(WM) MEZ E AUX PWR RM 25  M100T4D1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T4 ,(WM) MEZ E AUX PWR RM 25  M100T4D1,"5,1,1,1",8,,False
(WM) MEZ E AUX PWR RM 25  M100T4i1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T4 ,(WM) MEZ E AUX PWR RM 25  M100T4i1,"4,1,1,1",7,,False
(WM) MEZ E CORRIDOR 21-1  M100T5D1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T5 ,(WM) MEZ E CORRIDOR 21-1  M100T5D1,"2,4,1,1,1",9,,True
(WM) MEZ E CORRIDOR 21-1  M100T5i1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T5 ,(WM) MEZ E CORRIDOR 21-1  M100T5i1,"2,4,1,1,1",9,,True
(WM) MEZ E CORRIDOR 21-2  M100T6D1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T6 ,(WM) MEZ E CORRIDOR 21-2  M100T6D1,"1,1,1",3,,False
(WM) MEZ E CORRIDOR 21-2  M100T6i1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T6 ,(WM) MEZ E CORRIDOR 21-2  M100T6i1,"1,1,1",3,,False
(WM) MEZ E ELEC ROOM 14  M100T15D1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T15 ,(WM) MEZ E ELEC ROOM 14  M100T15D1,"1,1",2,,False
(WM) MEZ E ELEC ROOM 14  M100T15i1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T15 ,(WM) MEZ E ELEC ROOM 14  M100T15i1,"1,1",2,,False
(WM) MEZ E TC&C RM 30  M100T15D2,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T15 ,(WM) MEZ E TC&C RM 30  M100T15D2,"1,1,1",3,,False
(WM) MEZ E TC&C RM 30  M100T15i2,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T15 ,(WM) MEZ E TC&C RM 30  M100T15i2,"1,1,1",3,,False
(WM) MEZ E TPSS RM 19  M100T3D1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T3 ,(WM) MEZ E TPSS RM 19  M100T3D1,3,3,,False
(WM) MEZ E TPSS RM 19  M100T3i1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T3 ,(WM) MEZ E TPSS RM 19  M100T3i1,3,3,,False
(WM) MEZ E VALVE RM 29  M100T5D2,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T5 ,(WM) MEZ E VALVE RM 29  M100T5D2,1,1,,False
(WM) MEZ EMP  M100T5i3,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T5 ,(WM) MEZ EMP  M100T5i3,"1,3,1,2",7,,False
(WM) MEZ W AUX PWR RM 34  M100T11D1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T11 ,(WM) MEZ W AUX PWR RM 34  M100T11D1,"1,2,2,2,1",8,,False
(WM) MEZ W AUX PWR RM 34  M100T11i1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T11 ,(WM) MEZ W AUX PWR RM 34  M100T11i1,"1,2,2,2,1",8,,False
(WM) MEZ W CORRIDOR 37  M100T11i3,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T11 ,(WM) MEZ W CORRIDOR 37  M100T11i3,"1,2,2,1",6,,False
(WM) MEZ W EMR EXIT STR 3/4/5 A  M100T8D2,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T8 ,(WM) MEZ W EMR EXIT STR 3/4/5 A  M100T8D2,"1,9,8,11,5",34,PUBLIC Emergency Exit ,False
(WM) MEZ W EMR EXIT STR 3/4/5 A  M100T8i2,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T8,(WM) MEZ W EMR EXIT STR 3/4/5 A  M100T8i2,8,8,PUBLIC Emergency Exit ,False
(WM) N ROLLUP DOOR EXT LCP  M100T10D1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T10 ,(WM) N ROLLUP DOOR EXT LCP  M100T10D1,"1,1,1,1,1,1",6,,False
(WM) N ROLLUP DOOR EXT LCP  M100T10i1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T10 ,(WM) N ROLLUP DOOR EXT LCP  M100T10i1,"1,1,1,1,1,1",6,,False
(WM) N ROLLUP DOOR INT LCP  M100T10i2,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T10 ,(WM) N ROLLUP DOOR INT LCP  M100T10i2,"6,3,2,8,2,3,2,2",28,,True
(WM) NW HATCH 6A/6B  M100T11i4,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T11 ,(WM) NW HATCH 6A/6B  M100T11i4,"1,1,1,1",4,HATCH,False
(WM) PLT AL WEST EMR GATE  #4  M100T14i4,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T14 ,(WM) PLT AL WEST EMR GATE  #4  M100T14i4,"4,3,2,2,142",153,Platform End Gate,True
(WM) PLT AR EAST EMR GATE  #1  M100T14i1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T14,(WM) PLT AR EAST EMR GATE  #1  M100T14i1,"2,3,1",6,Platform End Gate,False
(WM) PLT AR WEST EMR GATE  #3  M100T14i3,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T14 ,(WM) PLT AR WEST EMR GATE  #3  M100T14i3,"1,1,1,2",5,Platform End Gate,False
(WM) PLT E EMR EXIT STR 2  M100T7D2,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T7 ,(WM) PLT E EMR EXIT STR 2  M100T7D2,"31,16,17,16,24,14,10",128,,True
(WM) PLT E EMR EXIT STR 2  M100T7i2,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T7 ,(WM) PLT E EMR EXIT STR 2  M100T7i2,"28,16,17,16,23,13,10",123,,True
(WM) PLT W ELEC RM 65  M100T12D1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T12 ,(WM) PLT W ELEC RM 65  M100T12D1,33,33,,False
(WM) PLT W ELEC RM 65  M100T12i1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T12 ,(WM) PLT W ELEC RM 65  M100T12i1,33,33,,False
(WM) PLT W EMR EXIT STR 6  M100T16D1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T16 ,(WM) PLT W EMR EXIT STR 6  M100T16D1,"20,29,17,21,10,17,16,24,15",169,PUBLIC Emergency Exit ,True
(WM) PLT W EMR EXIT STR 6  M100T16i1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T16 ,(WM) PLT W EMR EXIT STR 6  M100T16i1,"19,28,17,21,10,16,16,24,14",165,PUBLIC Emergency Exit ,True
(WM) S ROLLUP DOOR  M100T9i3,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T9 ,(WM) S ROLLUP DOOR  M100T9i3,"1,2,1,3,3,1,3,2",16,,False
(WM) S ROLLUP DOOR EXT LCP  M100T9D1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T9 ,(WM) S ROLLUP DOOR EXT LCP  M100T9D1,1,1,,False
(WM) S ROLLUP DOOR EXT LCP  M100T9i1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T9 ,(WM) S ROLLUP DOOR EXT LCP  M100T9i1,1,1,,False
(WM) S ROLLUP DOOR INT LCP  M100T9i2,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T9 ,(WM) S ROLLUP DOOR INT LCP  M100T9i2,"4,1,2,1,2",10,,True
(WM) SW HATCH 3/4/5 A  M100T8i1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T8 ,(WM) SW HATCH 3/4/5 A  M100T8i1,3,3,HATCH,False
(WM) TK XOVER EMR EXIT STR 1 (AR)  M100T2i2,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T2 ,(WM) TK XOVER EMR EXIT STR 1 (AR)  M100T2i2,"1,3",4,,False
(WM) TK XOVER EMR EXIT STR 1 (AR)  M100T2i3,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T2 ,(WM) TK XOVER EMR EXIT STR 1 (AR)  M100T2i3,"9,1",10,,False
(WM) TRK W TC&C RM PT3  M100T13D1,MRL,Westlake/Macarthur,(WM) WESTLAKE MCARTHUR M100T13,(WM) TRK W TC&C RM PT3  M100T13D1,"1,2",3,,False
